BeerID,StyleID,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,PrimingMethod,PrimingAmount
18751,102,20.82,1.058,1.018,5.29,19.44,9.24,29.34,90,1.041,75,1.25,Specific Gravity,All Grain,N/A,12.78,N/A,N/A
54259,7,44,1.068,1.016,6.81,60.2,10.08,54,60,1.056,68,2.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
49642,115,37.85,1.055,1.013,5.5,26.25,7.97,45.42,90,1.046,70,1.6,Specific Gravity,All Grain,1.5,11.67,kegged/co2,2.5vol.@38deg. 9.1psi
61229,7,18.93,1.059,1.011,6.29,57.71,7.54,11.36,60,1.099,35,N/A,Specific Gravity,extract,0.35,24.44,N/A,N/A
5053,132,20.82,1.087,1.02,9.4,95.3,35.41,26.5,60,1.068,73,1.33,Specific Gravity,All Grain,0.75,18.33,N/A,N/A
26981,150,50,1.068,1.011,7.42,66.89,11.84,58,70,1.058,82,3,Specific Gravity,All Grain,N/A,16,N/A,N/A
45169,10,11.36,1.062,1.017,5.9,93.93,8.66,7.57,60,1.092,35,N/A,Specific Gravity,extract,0.5,20,N/A,N/A
51429,92,8,1.043,1.008,4.49,24.1,14.58,9.3,75,1.037,75,2.6,Specific Gravity,All Grain,0.35,23,Dextrose,32-33 grs
30680,4,18.93,1.047,1.014,4.36,18.02,11.37,11.36,60,1.078,35,N/A,Specific Gravity,extract,0.35,20.56,Corn Sugar,4oz
73307,27,20.82,9.09069,1.96965,3.75,4.45,2.83,22.71,30,8.4,75,1.5,Plato,All Grain,N/A,22.22,N/A,N/A
8203,7,41.64,1.065,1.013,6.83,54.43,7.83,49.21,90,1.055,75,1.25,Specific Gravity,All Grain,0.75,20,N/A,N/A
62749,55,50,1.056,1.014,5.52,26.09,5.73,55,90,1.051,72,N/A,Specific Gravity,All Grain,N/A,10,N/A,N/A
48675,142,18.93,1.162,1,21.22,0,21.83,28.39,60,1.108,35,1.3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
23136,9,26.5,1.064,1.015,6.36,90.05,18.08,28.39,60,1.059,70,1.25,Specific Gravity,All Grain,N/A,21.11,N/A,N/A
60631,75,500,1.053,1.013,5.2,7.14,3.9,508,60,1.052,65,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
49802,9,3.79,1.049,1.009,5.27,0,3.59,3.79,0,1.049,66,1.5,Specific Gravity,All Grain,1.25,18.33,N/A,N/A
15256,145,20.82,1.047,1.011,4.68,29.14,3.47,11.36,60,N/A,45,N/A,Specific Gravity,extract,N/A,21.11,N/A,N/A
53668,56,20.82,1.076,1.014,8.15,121.75,6.11,28.39,60,1.056,72,1.5,Specific Gravity,All Grain,1.25,21.11,N/A,N/A
53858,175,18,1.053,1.016,4.83,21.64,4.24,24,60,1.04,70,N/A,Specific Gravity,BIAB,0.5,18,N/A,N/A
45409,4,21,1.065,1.012,7.02,68.79,19.32,28.5,60,1.048,65,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
24783,37,475,1.048,1.009,5.06,33.64,29.55,490,60,1.046,80,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
45548,7,25,1.068,1.014,7.02,88.23,8.64,28,60,1.061,80,2.2,Specific Gravity,All Grain,N/A,22,N/A,6
33570,150,19.31,1.07,1.017,6.88,84.99,11.19,11.36,60,1.119,75,N/A,Specific Gravity,Partial Mash,0.5,18.89,N/A,N/A
70861,10,18,1.054,1.013,5.28,36.73,8.27,22,60,1.044,70,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
47118,31,42,1.05,1.007,5.69,40.91,4.28,52,90,1.04,63,3,Specific Gravity,All Grain,N/A,12,destrosio,5 g/l
28445,24,20.82,1.04,1.006,4.55,28.81,4.36,24.61,60,1.034,35,N/A,Specific Gravity,extract,N/A,18.89,N/A,N/A
19681,45,20.82,1.044,1.008,4.72,18.47,2.5,28.39,90,1.032,70,1.5,Specific Gravity,All Grain,N/A,20,Force Carb,N/A
69383,11,20,1.058,1.015,5.76,46.9,35.77,25,60,1.047,74,3,Specific Gravity,All Grain,0.5,20,N/A,N/A
55843,9,22.71,1.061,1.014,6.15,69.25,5.94,28.39,60,1.049,70,1.5,Specific Gravity,All Grain,0.35,18.33,N/A,N/A
64696,4,20.82,1.056,1.011,5.95,32.9,16.3,11.36,60,1.103,70,N/A,Specific Gravity,Partial Mash,N/A,N/A,N/A,N/A
63895,14,20.82,1.049,1.009,5.24,15.74,3.98,28.39,60,1.036,70,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
45006,4,18.93,1.052,1.013,5.1,33.98,17.06,28.39,80,1.035,60,1.333,Specific Gravity,All Grain,N/A,21.11,N/A,N/A
54334,169,18.93,1.05,1.013,4.93,14.53,4.49,11.36,60,1.084,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A
56133,7,37,1.056,1.011,5.92,79.45,5.16,40,70,1.052,65,3.6,Specific Gravity,All Grain,0.5,18,N/A,N/A
57798,7,50,1.068,1.017,6.75,51.07,4.14,56,60,1.061,80,3,Specific Gravity,All Grain,N/A,19,N/A,N/A
50966,31,37.85,1.074,1.017,7.53,27.42,5.04,43.53,90,1.065,70,1.5,Specific Gravity,All Grain,0.35,17.78,N/A,N/A
59105,30,23,1.054,1.01,5.7,52.74,9.37,26,60,1.047,70,3,Specific Gravity,All Grain,N/A,18,N/A,N/A
23713,129,36,1.06,1.013,6.05,9.01,24.13,38,60,1.056,6.3,4.38,Specific Gravity,All Grain,0.35,20,N/A,N/A
5513,82,7.57,1.044,1.011,4.35,5.78,3.71,13.25,90,1.025,84,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
12553,162,18.93,1.06,1.021,5.12,31.66,40,24.61,60,N/A,60,N/A,Specific Gravity,All Grain,N/A,20,N/A,N/A
55283,114,20.82,1.067,1.018,6.41,41.4,36.55,26.5,60,1.053,77,1.25,Specific Gravity,All Grain,N/A,20,N/A,N/A
4945,151,19.87,1.054,1.01,5.76,68.43,7.55,24.61,60,1.044,35,N/A,Specific Gravity,extract,0.5,18.33,N/A,N/A
17123,111,18.93,1.073,1.018,7.13,0,15.5,18.93,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
36159,94,37.85,1.061,1.01,6.75,37.94,4.03,49.21,90,1.047,70,1.2,Specific Gravity,All Grain,0.75,12.78,N/A,N/A
46773,169,23,1.052,1.014,5.09,11.1,3.46,29.2,60,1.041,70,4,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
65276,20,25,1.072,1.021,6.7,25.15,7.96,32,60,1.056,70,2.6,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
49032,10,39.75,1.056,1.015,5.46,57.68,9.71,45.42,60,1.049,80,1.5,Specific Gravity,All Grain,1.25,20,N/A,N/A
61684,7,2763.35,14.5331,3.47172,5.97,43.4,10.66,3066.18,90,13.2,95,1.5,Plato,All Grain,N/A,25.56,N/A,N/A
56491,65,42,1.05,1.01,5.12,40.76,4.64,48,60,1.043,75,3,Specific Gravity,All Grain,N/A,21,N/A,N/A
23842,7,20.82,1.06,1.017,5.73,62.77,5.14,28.39,60,1.044,70,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
15269,87,7.57,1.101,1.025,9.99,99.42,50,12.3,60,1.062,25,N/A,Specific Gravity,extract,0.5,17.78,Cane sugar solution,22.8 g
26393,32,22,1.058,1.018,5.26,7.5,6.46,23.5,60,1.054,85,2.9,Specific Gravity,All Grain,1,18,N/A,N/A
49909,63,20.82,1.078,1.014,8.94,57.54,22.83,28.39,60,1.057,70,1.25,Specific Gravity,All Grain,1,21.11,N/A,N/A
17198,174,20,1.081,1.022,7.71,85.91,9.87,25,60,1.065,80,3,Specific Gravity,All Grain,N/A,22,corn sugar,N/A
18361,7,21.5,1.056,1.015,5.45,65.46,12.11,26.5,60,1.046,75,N/A,Specific Gravity,BIAB,N/A,16.5,N/A,N/A
64114,7,21,1.052,1.009,5.67,20.56,3.62,26,60,1.042,93,N/A,Specific Gravity,All Grain,0.75,19.5,Force carb,11 PSI at 7 degrees C
11942,10,5,1.055,1.014,5.37,37.08,15.69,6,90,1.045,75,2.3,Specific Gravity,All Grain,0.35,18,N/A,N/A
51991,10,20.82,1.071,1.018,6.83,64.73,8.07,28.39,60,1.052,70,1.5,Specific Gravity,All Grain,0.35,20,N/A,N/A
34561,86,18,1.091,1.017,9.68,95.2,40,28.5,60,1.058,70,N/A,Specific Gravity,BIAB,N/A,21,N/A,N/A
46018,39,37.85,1.042,1.011,4.13,0,3.17,45.42,60,1.035,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A
59341,37,39,14.6564,4.26347,5.63,31.4,33.96,44,75,12.7,63,2.8,Plato,All Grain,0.5,22,N/A,N/A
8696,170,20.82,1.06,1.014,6.07,17.83,4.44,25.55,60,1.049,70,1.7,Specific Gravity,All Grain,0.75,17.78,N/A,N/A
61338,34,21,1.06,1.02,5.26,21.04,16.8,25,60,1.051,65,3,Specific Gravity,All Grain,0.75,19,N/A,N/A
70040,7,22.71,1.073,1.02,6.9,31.58,5.61,28.39,60,1.058,75,1.5,Specific Gravity,All Grain,0.35,20,N/A,N/A
18408,30,18.93,1.059,1.015,5.83,30.14,3.59,26.5,60,1.042,80,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
38309,7,18.93,1.067,1.016,6.66,60.18,7.71,26.5,45,1.048,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
61823,12,20.82,1.053,1.013,5.34,49.79,39.24,30.28,60,1.037,62,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A
56759,134,20.82,1.056,1.01,6.01,29.18,4.51,28.39,60,1.041,70,1.2,Specific Gravity,All Grain,1,21.11,N/A,N/A
57833,7,18,1.057,1.011,6.01,61.5,6.9,21,60,1.049,65,3,Specific Gravity,All Grain,0.5,21,N/A,N/A
66363,150,21,1.061,1.017,5.79,63.59,14.07,28.5,60,1.045,70,3,Specific Gravity,All Grain,N/A,22,N/A,N/A
21238,7,3.79,1.074,1.015,7.74,84.81,8.2,6.44,90,1.043,70,1.5,Specific Gravity,All Grain,N/A,22.22,N/A,N/A
20732,162,11.36,1.063,1.021,5.53,25.97,37.42,19.87,60,1.036,70,1.5,Specific Gravity,All Grain,0.35,15.56,N/A,N/A
60559,134,20.82,1.047,1.008,5.13,29.37,3.79,30.28,60,1.032,70,1.25,Specific Gravity,All Grain,0.75,26.67,N/A,N/A
44889,10,28,1.041,1.01,4.01,26.64,6.46,31,60,1.037,65,2.9,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
12311,49,21,1.037,1.006,4.08,24.88,3.66,11,60,1.071,70,N/A,Specific Gravity,Partial Mash,N/A,N/A,N/A,N/A
22167,151,18.93,1.076,1.017,7.78,66.13,6.12,28.39,60,1.051,70,1.25,Specific Gravity,All Grain,0.35,21.11,N/A,N/A
68947,10,20.82,1.025,1.004,2.79,32.88,3.14,28.39,60,1.018,35,1.75,Specific Gravity,All Grain,N/A,21.11,N/A,N/A
45714,85,20.82,1.075,1.019,7.35,23.53,18.8,24.61,60,1.055,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
49621,7,20.82,1.058,1.014,5.86,87.44,7.63,22.71,60,1.054,60,2.7,Specific Gravity,All Grain,1,18.89,N/A,N/A
50337,7,20.82,1.057,1.007,6.53,56.83,5.99,26.5,60,1.045,70,1.4,Specific Gravity,All Grain,0.75,N/A,N/A,N/A
40972,7,124.92,1.06,1.015,5.92,60.86,12.21,140.06,60,1.054,75,1,Specific Gravity,All Grain,2,18.89,N/A,N/A
15642,105,20.82,1.052,1.013,5.13,11.68,8.16,28.39,60,1.038,70,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
35447,7,22.71,1.065,1.015,6.58,57.85,6.4,28.77,75,1.051,75,N/A,Specific Gravity,BIAB,0.75,20,N/A,N/A
60910,92,22.71,1.053,1.014,5.1,25.11,16.94,28.39,90,1.043,70,1.33,Specific Gravity,All Grain,N/A,18.89,N/A,N/A
57135,10,20.82,1.053,1.013,5.29,43.72,6.21,26.12,60,1.042,80,1.33,Specific Gravity,All Grain,1,20,N/A,N/A
38996,129,20.82,15.4758,2.86616,6.82,56.82,24.7,28.39,60,11.5,79,1.5,Plato,All Grain,N/A,N/A,N/A,N/A
34050,37,20.82,1.058,1.014,5.72,30.97,36.96,24.61,60,1.049,80,1.5,Specific Gravity,All Grain,N/A,18.33,N/A,N/A
16355,144,11.36,1.046,1.011,4.68,28.56,7.9,17.03,90,1.031,60,N/A,Specific Gravity,BIAB,0.35,20,extra Light DME,3/4 cup
1864,45,20.82,1.055,1.014,5.45,22.95,9.85,26.5,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
54973,10,25,1.049,1.009,5.19,40.43,5.71,30,60,1.041,78,3.3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
13352,170,20.82,1.046,1.012,4.51,12.75,4.13,26.5,60,1.018,35,N/A,Specific Gravity,extract,0.35,17.78,corn sugar,195 g
50830,7,23,1.052,1.012,5.18,0,5.84,32,60,1.037,65,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A
66372,7,45.42,1.069,1.014,7.2,87.45,4.31,28.39,60,1.11,75,1.25,Specific Gravity,All Grain,0,19.44,N/A,N/A
57145,10,25,1.052,1.01,5.49,61.78,6.9,28.5,60,1.045,70,3,Specific Gravity,All Grain,N/A,20,N/A,N/A
71787,81,25,1.051,1.011,5.28,41.84,3.87,31,60,1.041,65,N/A,Specific Gravity,BIAB,N/A,11,N/A,N/A
5581,7,41.64,1.06,1.017,5.71,136.74,6.04,45.42,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,18.33,N/A,N/A
40235,105,20.82,1.042,1.011,4.11,16.79,11.93,28.39,60,1.031,75,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A
42075,87,20.82,1.082,1.025,7.47,56.01,38.02,28.39,60,1.06,70,1.5,Specific Gravity,All Grain,0.35,20,N/A,N/A
2106,132,5.4,1.1,1.02,10.56,87.58,50,8,90,1.059,47,2.2,Specific Gravity,All Grain,0.75,20,Sucrose,N/A
1423,10,11.36,1.053,1.013,5.26,48.28,5.52,13.25,40,1.046,80,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A
54608,7,20,1.054,1.011,5.69,67.19,5.72,28.5,60,1.038,68,3,Specific Gravity,All Grain,0.5,15,N/A,N/A
63604,7,18.93,1.061,1.012,6.5,119.07,8.02,22.71,60,1.051,70,N/A,Specific Gravity,BIAB,N/A,15.56,N/A,N/A
64429,87,20.82,1.081,1.021,7.98,73.5,36.41,28.39,60,1.06,75,1.5,Specific Gravity,All Grain,1,N/A,N/A,N/A
57702,45,20.82,1.051,1.013,4.98,20.02,4.18,24.61,60,1.043,75,1.5,Specific Gravity,All Grain,0.35,20.56,N/A,N/A
10294,7,18.93,1.065,1.018,6.16,60.81,10.42,11.36,60,1.109,35,N/A,Specific Gravity,extract,0.75,20,N/A,N/A
58913,109,20.82,1.048,1.008,5.31,16.24,3.1,28.39,90,1.035,70,1.5,Specific Gravity,All Grain,1.75,10,N/A,N/A
58483,24,17,1.05,1.009,5.36,30.06,12.24,28.5,75,1.024,53,3,Specific Gravity,All Grain,N/A,20,N/A,N/A
3424,159,18.93,1.056,1.013,5.54,45.92,12.12,24.61,60,1.043,70,1,Specific Gravity,All Grain,0.75,N/A,N/A,N/A
72785,26,20.82,1.091,1.017,9.71,39.51,4.56,28.39,90,1.067,75,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
54882,26,13.5,1.063,1.009,7.01,29.18,5.8,16,60,1.053,65,3,Specific Gravity,All Grain,1,18,N/A,N/A
71291,7,20.82,1.067,1.017,6.51,38.55,4.5,26.5,60,1.053,72,1.25,Specific Gravity,All Grain,N/A,20,N/A,N/A
62739,10,25,1.049,1.01,5.12,30.05,2.99,30,60,1.041,70,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
35437,105,10.41,1.045,1.011,4.39,25.96,25.02,13.25,60,1.035,15,1.5,Specific Gravity,All Grain,0.35,15.56,N/A,N/A
42450,65,23,1.061,1.015,6,41.54,9.35,11,60,1.127,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A
57934,155,3.8,1.071,1.02,6.64,68.63,5.56,2.6,60,1.103,65,3.1,Specific Gravity,All Grain,N/A,22,N/A,N/A
12822,5,22.71,1.119,1.022,12.78,238.4,15.33,30.28,90,1.09,70,1.5,Specific Gravity,All Grain,1,22.22,N/A,N/A
58738,34,20,1.035,1.009,3.43,0,29.4,33.5,60,1.021,35,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
25728,10,28.39,1.054,1.01,5.76,44.79,7.65,34.07,60,1.045,70,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
36377,135,19.87,1.057,1.012,5.92,37.01,23.06,25.55,90,1.044,75,N/A,Specific Gravity,BIAB,1.5,12.78,N/A,N/A
70833,9,20.82,1.088,1.022,8.64,134.92,4.42,28.39,60,1.065,80,1.5,Specific Gravity,All Grain,1,20,N/A,N/A
40891,9,20.82,1.07,1.021,6.45,18.85,6.25,28.39,60,1.052,85,1.5,Specific Gravity,All Grain,1.25,18.33,N/A,N/A
13477,22,4.5,1.082,1.023,7.78,16.97,20.45,5.5,60,N/A,60,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A
64507,56,30,1.073,1.011,8.12,79.63,8.8,35,90,1.062,70,3,Specific Gravity,All Grain,1,16,N/A,N/A
22611,92,23.66,1.06,1.015,5.94,30.91,15.76,27.44,90,1.052,70,1.5,Specific Gravity,All Grain,N/A,18.33,N/A,N/A
64440,7,20.82,1.065,1.015,6.53,78,4.95,28.39,90,1.048,75,N/A,Specific Gravity,All Grain,0.35,19.44,N/A,N/A
59620,26,18.93,1.078,1.012,8.72,33.81,5.45,22.71,90,1.065,65,1.25,Specific Gravity,All Grain,1,21.11,N/A,N/A
35247,94,22.71,1.048,1.012,4.68,24.52,3.17,26.5,60,1.041,35,N/A,Specific Gravity,extract,0.35,19.44,Dextrose,6oz
37048,147,20,1.074,1.022,6.77,85.04,4.5,8,60,1.184,35,N/A,Specific Gravity,extract,0.35,20,N/A,N/A
61775,30,9.46,1.05,1.012,4.92,21.98,5.2,17.03,60,1.028,60,N/A,Specific Gravity,BIAB,0.35,N/A,N/A,N/A
60300,12,20.82,1.087,1.027,7.87,52.08,46.3,15.14,60,1.12,35,N/A,Specific Gravity,extract,1.25,18.33,N/A,N/A
6040,134,25,1.052,1.005,6.13,23.44,3.91,29,90,1.045,77,N/A,Specific Gravity,All Grain,0.75,22,Sukkerlake,7 g sukker/L
1068,109,18.93,1.051,1.013,5.05,32.11,12.47,18.93,60,N/A,66,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A
19868,7,20.82,1.064,1.017,6.1,46.66,6.51,35.96,60,1.037,60,1.25,Specific Gravity,All Grain,N/A,20,N/A,N/A
62319,7,41.64,1.067,1.016,6.59,6.35,6.08,49.21,60,1.056,70,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
8516,92,20.82,1.051,1.012,5.18,27.55,13.75,22.71,60,N/A,50,N/A,Specific Gravity,All Grain,N/A,20,N/A,N/A
55631,45,18,1.044,1.01,4.56,16.84,4.29,28.5,60,1.028,35,3,Specific Gravity,All Grain,N/A,18,N/A,N/A
13982,129,3.79,1.061,1.012,6.43,38.78,31.1,4.73,45,1.049,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A
2010,25,3.79,1.064,1.016,6.24,0,5.19,4.16,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
73506,9,23,1.064,1.01,7.19,27.45,6.82,26,60,1.057,75,2.5,Specific Gravity,All Grain,0.75,21,N/A,N/A
43935,26,20.82,1.085,1.015,9.28,25.18,5.52,27.44,60,1.065,70,N/A,Specific Gravity,BIAB,1,20,N/A,N/A
49657,41,20.82,1.052,1.017,4.6,37.72,6.25,13.25,60,1.082,70,N/A,Specific Gravity,Partial Mash,N/A,11.11,N/A,N/A
11291,7,21.5,1.061,1.011,6.53,64.51,6.55,26,85,1.05,70,N/A,Specific Gravity,BIAB,N/A,17,N/A,N/A
73288,175,40,1.06,1.014,6.13,16,3.7,55,60,1.044,75,2.8,Specific Gravity,All Grain,0.35,21,Force Carb,N/A
11409,63,18,1.109,1.025,11.03,69.11,21.85,33.3,150,1.059,70,2.5,Specific Gravity,All Grain,1.25,19,N/A,N/A
56497,169,18.93,1.057,1.012,5.96,43.47,4.86,11.36,60,1.095,70,1.5,Specific Gravity,All Grain,0.5,20,N/A,N/A
19192,7,19,1.083,1.019,8.43,82.17,12.45,29.6,60,1.053,70,N/A,Specific Gravity,BIAB,0.35,19,N/A,N/A
18275,68,41.64,1.057,1.016,5.25,38.68,15.1,49.21,90,1.048,75,1.5,Specific Gravity,All Grain,1,20,N/A,N/A
27479,7,12,1.073,1.015,7.7,76.38,6.37,15,60,1.059,70,N/A,Specific Gravity,BIAB,N/A,20,N/A,N/A
44121,136,18,1.059,1.015,5.77,16.48,8.21,9,75,1.117,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A
70527,56,48,1.077,1.012,8.95,113.88,6.3,53.1,90,1.059,72,4,Specific Gravity,All Grain,1.25,19,Muntons Carbonation Drops,2 drops per 0.5l bottle
51724,10,18.93,1.046,1.013,4.32,41.87,9.51,26.5,60,1.033,70,1.25,Specific Gravity,All Grain,0.75,18.33,N/A,N/A
34521,65,23,1.059,1.015,5.82,50.22,9.92,23,60,1.059,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A
26256,10,26,1.051,1.009,5.54,50.05,10.5,32.5,60,1.041,63,3,Specific Gravity,All Grain,0.75,18,N/A,N/A
70483,10,9.46,1.061,1.015,5.96,71.55,11.51,11.36,60,1.05,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A
18147,85,20.82,1.086,1.024,8.24,96.5,39.19,11.36,60,1.158,35,N/A,Specific Gravity,extract,0.35,20,N/A,N/A
3865,75,20.82,1.08,1.019,7.93,29.82,7.49,11.36,60,N/A,70,N/A,Specific Gravity,Partial Mash,N/A,N/A,Corn Sugar,3/4 cup
44089,82,19.87,1.041,1.007,4.45,0,3.11,20.82,15,1.039,80,1.25,Specific Gravity,All Grain,0.5,20,Force Carbonation,5 Gal.
40840,4,19,1.071,1.013,7.54,44.55,13.44,12,60,1.083,90,N/A,Specific Gravity,extract,0.5,19,N/A,N/A
56485,7,20.82,1.068,1.017,6.73,69.88,7.37,28.39,70,1.05,70,1.25,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
24445,22,18.93,1.04,1.009,4.09,25.39,6.37,26.5,60,1.029,65,1.25,Specific Gravity,All Grain,0.35,20.56,N/A,N/A
4147,137,18.93,1.047,1.014,4.39,23.52,13.92,24.61,60,1.036,75,1.5,Specific Gravity,All Grain,0.35,15.56,N/A,N/A
58593,30,150,1.039,1.008,4.08,23.47,5.72,200,60,1.029,70,3.5,Specific Gravity,All Grain,0.5,18,N/A,N/A
14411,170,20.82,1.041,1.01,4.04,35.26,4.88,28.39,60,1.03,35,1.5,Specific Gravity,All Grain,0.35,20,N/A,N/A
72951,25,20.82,1.068,1.017,6.68,43.88,14.78,28.39,90,1.05,75,1.5,Specific Gravity,All Grain,0.35,20,N/A,N/A
27151,39,3.79,1.026,1.006,2.55,0,2.23,5.2,60,1.019,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
1572,171,18.93,1.081,1.018,8.2,0,13.52,21.77,90,N/A,75,N/A,Specific Gravity,Partial Mash,N/A,N/A,N/A,N/A
32170,94,22.71,1.05,1.011,5.06,29.43,4.48,30.28,60,1.037,80,1.4,Specific Gravity,All Grain,0.35,18.33,N/A,N/A
42445,10,20.82,1.058,1.021,4.87,47.39,6.4,24.61,30,1.049,35,N/A,Specific Gravity,Partial Mash,0.35,21.11,N/A,N/A
14755,7,31,1.061,1.01,6.66,79.85,8.91,34,60,1.055,70,2.5,Specific Gravity,All Grain,0.75,20,N/A,N/A
9259,7,18.93,1.069,1.016,6.94,69.14,12.22,11.36,60,1.116,75,N/A,Specific Gravity,Partial Mash,0.35,N/A,N/A,N/A
45901,7,18.93,1.056,1.01,6.06,79.19,8.61,28.39,60,1.037,70,1.5,Specific Gravity,All Grain,N/A,21.11,N/A,N/A
20887,129,18.93,1.075,1.019,7.43,103.12,36.04,26.5,60,1.054,70,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
47517,134,18.93,1.048,1.006,5.46,33.57,5.03,22.71,90,1.04,70,1.25,Specific Gravity,All Grain,0.75,21.11,N/A,N/A
25042,11,20.82,1.061,1.015,6,11.96,23.04,26.5,60,1.048,66,1.25,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
53321,155,18.93,1.055,1.018,4.76,23.39,11.32,11.36,60,1.091,35,N/A,Specific Gravity,extract,N/A,20,N/A,N/A
45620,36,18.93,1.096,1.023,9.57,0,15.73,19.87,90,1.087,60,1.25,Specific Gravity,All Grain,0.5,18.33,N/A,N/A
49043,169,22,1.048,1.012,4.79,16.84,3.56,28.5,90,1.037,65,3,Specific Gravity,All Grain,N/A,18,N/A,N/A
1393,132,15,1.103,1.029,9.71,65.64,40,7,30,N/A,50,N/A,Specific Gravity,extract,1,N/A,N/A,N/A
33613,75,23,1.059,1.013,5.97,20.17,3.66,28,60,1.048,72,2.5,Specific Gravity,All Grain,0.75,20,Dextrose,5 grams/litre
51235,56,20.82,1.092,1.016,9.96,102.83,6.94,26.5,60,1.072,65,1.5,Specific Gravity,All Grain,0.75,18.89,N/A,N/A
25792,150,23,1.061,1.013,6.3,57.81,15.2,29,75,1.049,75,2.7,Specific Gravity,All Grain,1,18,N/A,N/A
53807,10,22,1.053,1.015,5.03,67.88,7.73,28,70,1.042,70,N/A,Specific Gravity,BIAB,0.35,20,N/A,N/A
36035,4,18.93,1.053,1.01,5.61,73.3,10.33,24.61,60,1.041,35,N/A,Specific Gravity,extract,0.75,20,N/A,N/A
34167,51,20.82,1.054,1.015,5.13,54.56,12.06,24.61,90,N/A,85,N/A,Specific Gravity,All Grain,1.5,14.44,N/A,N/A
64905,125,41.64,1.059,1.015,5.83,28.82,3.31,49.21,60,1.05,80,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
68790,10,23,1.05,1.011,5.15,35.68,7.67,28,60,1.041,75,3,Specific Gravity,All Grain,0.5,20,N/A,N/A
27627,168,18.93,1.087,1.021,8.65,31.8,20.91,24.61,90,1.067,85,1.33,Specific Gravity,All Grain,0.75,18.33,N/A,N/A
47731,7,10,1.064,1.016,6.31,61.29,4.5,11,60,1.058,70,3,Specific Gravity,All Grain,N/A,20,N/A,N/A
66360,155,40,1.045,1.009,4.64,16.79,4.1,48,75,1.037,69,2.7,Specific Gravity,All Grain,N/A,20,N/A,N/A
38092,150,20.82,1.058,1.011,6.2,61.3,13.1,28.39,60,1.043,70,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
24678,155,20.82,1.082,1.023,7.75,52.56,15.05,28.39,60,1.06,65,N/A,Specific Gravity,BIAB,N/A,18.33,Corn sugar,1oz per gallon
36155,10,22,1.054,1.009,5.86,45.53,9.5,29,90,1.041,70,N/A,Specific Gravity,All Grain,N/A,20,N/A,N/A
68684,155,56.78,1.061,1.012,6.43,29.02,7.81,64.35,60,1.054,70,1.25,Specific Gravity,All Grain,N/A,18.89,N/A,N/A
