BeerID,StyleID,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,PrimingMethod,PrimingAmount
32432,134,821.43,1.078,1.023,7.14,41.01,12.91,1056.13,60,1.06,80,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
1571,65,20.82,1.064,1.017,6.15,58.94,11.79,28.39,60,1.047,75,N/A,Specific Gravity,All Grain,1,21.11,N/A,N/A
14182,114,20.82,1.093,1.031,8.1,48,39.23,26.5,60,1.073,65,1.5,Specific Gravity,All Grain,1.25,20.56,N/A,N/A
51832,22,26,1.072,1.017,7.31,14.97,13.04,30,60,1.063,80,N/A,Specific Gravity,BIAB,0.35,16,N/A,N/A
63850,7,20.82,1.074,1.02,7.05,70.23,6.58,28.39,60,1.054,70,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
65878,12,20.82,1.069,1.016,6.89,80.23,38.9,26.5,60,1.054,70,1.5,Specific Gravity,All Grain,0.75,16.67,N/A,N/A
73060,7,25,1.061,1.01,6.72,82.19,8.26,29,60,1.053,75,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A
39695,118,42,1.033,1.008,3.32,31.94,8.85,55,60,1.025,75,N/A,Specific Gravity,BIAB,N/A,19,N/A,N/A
23642,10,20.82,1.055,1.014,5.46,25.73,10.98,21.77,15,1.053,75,N/A,Specific Gravity,Partial Mash,0.75,15.56,N/A,N/A
3835,4,41.64,1.057,1.011,6.06,114.43,15.15,51.1,60,1.046,70,N/A,Specific Gravity,All Grain,0.75,N/A,N/A,N/A
71050,56,20.82,1.073,1.014,7.77,89.36,8.29,26.5,40,1.057,70,1.5,Specific Gravity,All Grain,N/A,21.11,N/A,N/A
2492,72,60,1.06,1.014,6.08,30.44,31.78,75,60,N/A,68,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
18077,147,20.82,1.043,1.004,5.06,19.92,4.98,28.39,60,1.031,73,1.5,Specific Gravity,All Grain,0.75,N/A,N/A,N/A
59166,94,18.93,1.045,1.011,4.54,31.16,3.67,22.71,60,1.038,75,N/A,Specific Gravity,BIAB,0.75,15.56,N/A,N/A
28624,120,12,18.2291,4.40006,7.59,76.66,8.12,19,90,11.8,73,1.25,Plato,All Grain,1,20,Speise,0.9L
66855,7,20.82,1.066,1.016,6.61,0,7.34,28.39,90,1.048,60,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
43881,26,17.03,1.089,1.014,9.84,31.4,4.7,20.82,60,1.073,80,1.5,Specific Gravity,All Grain,0.35,20,N/A,N/A
70859,67,378.54,1.051,1.01,5.39,12.93,3.68,473.18,60,1.039,70,1.3,Specific Gravity,All Grain,0.75,20,Keg,N/A
42357,7,18.17,1.066,1.016,6.87,74.56,5.82,23.89,90,1.05,49.4,2.32,Specific Gravity,All Grain,1,20.56,N/A,N/A
52817,13,18.93,1.086,1.017,9.01,94.21,12.78,24.61,90,1.066,70,1.2,Specific Gravity,All Grain,1,17.78,N/A,N/A
70953,134,20.82,1.058,1.006,6.81,26.81,6.44,26.91,60,1.045,69,1.5,Specific Gravity,All Grain,1.25,20,Keg,5 gal.
12161,29,18.93,1.062,1.016,6.14,30.66,10.72,11.36,60,1.104,25,N/A,Specific Gravity,extract,N/A,18.33,N/A,N/A
23416,10,37.85,1.062,1.016,6.02,53.13,9.01,45.42,60,1.052,72,1.1,Specific Gravity,All Grain,0.35,18.33,N/A,N/A
53305,7,25,1.056,1.01,6.13,51.59,5.32,28,90,1.05,75,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
32964,4,20.82,1.05,1.013,4.96,26.88,7.97,11.36,60,1.092,35,N/A,Specific Gravity,extract,0.35,16.67,N/A,N/A
47682,56,32.18,1.083,1.021,8.1,129.42,6.28,34.07,60,1.078,75,1.5,Specific Gravity,All Grain,1.25,N/A,N/A,N/A
6560,30,22.71,1.051,1.012,5.16,20.76,3.84,30.28,60,1.038,70,N/A,Specific Gravity,Partial Mash,1,15.56,N/A,N/A
47113,10,4,1.047,1.009,4.98,33.44,9.26,6,60,1.032,68,N/A,Specific Gravity,BIAB,N/A,19,N/A,N/A
3470,21,20,1.097,1.023,9.65,40.41,40,25.5,90,N/A,80,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
51629,7,22.71,1.058,1.01,6.25,67.68,5.99,26.97,60,1.049,75,1.3,Specific Gravity,All Grain,0.75,18.89,N/A,N/A
72365,65,23,1.06,1.013,6.18,40.22,9.44,32,60,1.043,75,3,Specific Gravity,All Grain,1.25,20,N/A,N/A
52777,7,20.82,1.063,1.018,5.96,61.03,5.48,28.39,60,1.046,70,1.5,Specific Gravity,All Grain,0.75,22.22,N/A,N/A
46136,148,7.57,1.079,1.02,7.75,110.45,33.8,11.36,60,1.052,70,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A
53419,30,15.14,1.059,1.012,6.18,39.34,6.74,18.93,60,1.047,65,N/A,Specific Gravity,BIAB,0.35,20,N/A,N/A
70256,10,19,1.05,1.01,5.22,39.83,6.24,11.36,60,1.084,35,N/A,Specific Gravity,Partial Mash,0.35,20,N/A,N/A
42714,7,20.82,1.068,1.013,7.2,139.34,7.67,30.02,60,1.047,70,N/A,Specific Gravity,BIAB,1.25,18.33,N/A,N/A
13135,87,20.82,1.113,1.03,10.83,63.01,50,32.18,60,1.073,50,N/A,Specific Gravity,All Grain,N/A,21.11,sugar,.75 cup
12726,10,18.93,1.047,1.012,4.52,30.07,5.17,26.5,30,1.033,80,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A
59654,6,94.64,1.058,1.013,5.92,38.73,19.15,113.56,60,1.049,70,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
51765,134,20.82,1.049,1.01,5.17,38.99,5.38,28.39,60,1.036,65,1.5,Specific Gravity,All Grain,N/A,20.56,N/A,N/A
73397,9,10,1.058,1.015,5.71,0,10,12,60,1.048,70,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
28310,170,23.66,1.052,1.013,5.08,13.81,5.1,29.34,90,1.042,63,1.01,Specific Gravity,All Grain,1.25,20,N/A,N/A
37863,10,37.85,1.057,1.017,5.27,17.09,3.84,45.42,60,1.047,70,1.5,Specific Gravity,All Grain,0.5,20,N/A,N/A
42753,9,56.78,1.05,1.012,4.96,54.01,4.68,56.78,60,1.05,75,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
51180,7,1075,1.059,1.011,6.29,46.75,8.8,1200,90,1.053,83,3,Specific Gravity,All Grain,0.35,20,N/A,N/A
14271,10,15,1.054,1.015,5.09,44.82,10.85,10,60,1.081,80,N/A,Specific Gravity,All Grain,N/A,22,N/A,N/A
18948,68,20.8,1.052,1.015,4.8,30.26,19.18,28.4,60,1.038,71,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
18312,145,20.82,1.056,1.012,5.79,74.58,5.28,28.39,60,1.041,75,N/A,Specific Gravity,All Grain,N/A,20,N/A,N/A
61893,169,45.42,1.048,1.011,4.91,27.85,4.79,51.1,60,1.042,80,1.5,Specific Gravity,All Grain,0.75,N/A,Pressure Fermented,N/A
15247,19,20.82,1.066,1.016,6.55,44.68,25.91,11.36,60,1.12,35,N/A,Specific Gravity,extract,N/A,21.11,N/A,N/A
18597,114,22.71,1.074,1.02,7.07,28.18,50,28.39,60,1.059,75,N/A,Specific Gravity,BIAB,N/A,N/A,Sucrose/table,N/A
57518,7,18.93,1.056,1.013,5.71,48.22,8.24,28.11,60,1.038,75,1.3,Specific Gravity,All Grain,0.75,23.89,N/A,N/A
36993,134,20.82,1.069,1.006,8.25,34.27,8.13,13.25,60,1.109,70,N/A,Specific Gravity,Partial Mash,N/A,21.11,N/A,N/A
44205,7,22.71,1.058,1.016,5.5,98.41,4.5,26.5,60,1.05,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A
19347,5,19,22.348,4.78752,10.7,60.68,12.8,22.7,90,14.3,75,N/A,Plato,BIAB,1,18,N/A,N/A
19874,7,9.46,1.075,1.01,8.53,62.58,4.37,7.57,60,1.093,35,N/A,Specific Gravity,extract,N/A,20,N/A,N/A
52976,7,23,1.063,1.01,6.89,60.76,13.34,27.1,60,1.053,75,2.7,Specific Gravity,All Grain,0.75,18,N/A,N/A
38284,7,20.82,1.072,1.018,7.04,144.71,4.86,24.61,90,1.061,75,1.37,Specific Gravity,All Grain,0.35,18.33,N/A,N/A
10016,7,22.71,1.069,1.012,7.77,48.81,5.43,29.9,81,1.052,73,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
32314,7,18.93,1.06,1.012,6.26,84.09,10.96,26.5,60,1.043,75,1.25,Specific Gravity,All Grain,1,21.11,Keg,9.2 PSI @ 38F
66184,21,20.82,1.085,1.017,8.98,33.47,17.75,28.39,60,1.062,80,1.25,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
70907,129,39.75,1.056,1.013,5.59,37.32,33.9,53,60,1.041,72,1.2,Specific Gravity,All Grain,1,18.33,Corn Sugar,4oz
15925,39,25,1.043,1.011,4.29,13.93,9.8,8,90,1.135,35,N/A,Specific Gravity,Partial Mash,N/A,N/A,N/A,N/A
66130,13,9.84,1.083,1.017,8.66,42.85,20.29,18.93,60,1.043,60,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A
17294,4,81.39,1.058,1.014,5.79,59.33,14.95,100.31,60,1.047,73,1.3,Specific Gravity,All Grain,0.75,19.44,N/A,N/A
45393,7,37.85,1.071,1.015,7.33,91.06,6.1,43.53,60,1.062,70,1.25,Specific Gravity,All Grain,0.5,20,N/A,N/A
46129,10,12.3,1.058,1.014,5.82,34.12,3.71,15.14,60,1.047,75,1.31,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
29813,22,11.5,1.063,1.014,6.5,34,13.72,14,60,1.052,73,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
1212,131,20.82,1.044,1.011,4.33,16.49,13.54,28.39,60,1.032,72,1.5,Specific Gravity,All Grain,0.5,20,Table Sugar,220 g
34179,162,4.73,1.054,1.01,5.79,40.34,36.78,6.62,60,1.038,80,N/A,Specific Gravity,BIAB,N/A,17.78,N/A,N/A
35170,144,78,1.041,1.009,4.17,25.35,6.96,92,60,1.035,75,2.5,Specific Gravity,All Grain,N/A,19,N/A,N/A
27594,134,15,1.038,1.005,4.35,32.31,3.08,18,60,1.032,77,N/A,Specific Gravity,All Grain,0.75,26,N/A,N/A
34098,11,30,16.0789,4.29322,6.42,34.08,33.61,33,60,14.7,70,3,Plato,All Grain,1,N/A,N/A,N/A
21813,15,23,1.055,1.015,5.23,27.08,4.31,10,30,1.127,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A
20643,174,38,1.077,1.018,7.74,51.42,31.17,48,80,1.061,80,3.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
15407,7,45,1.058,1.011,6.15,59.78,11.21,30,60,1.087,60,N/A,Specific Gravity,BIAB,0.5,18,N/A,N/A
28729,10,47.32,1.051,1.011,5.18,33.15,7.21,53,60,1.045,77,1.5,Specific Gravity,All Grain,N/A,20,N/A,N/A
69761,148,19.87,1.055,1.015,5.26,75.56,37.21,22.71,60,1.048,77,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
55536,18,20.82,1.063,1.021,5.44,23.09,9.02,28.39,60,1.041,70,1.5,Specific Gravity,All Grain,N/A,20,N/A,N/A
46769,54,18.93,1.084,1.025,7.69,18.32,19.43,28.39,60,1.056,55,1.4,Specific Gravity,All Grain,2,10,N/A,N/A
49091,58,30,1.096,1.024,9.44,80.05,50,36,90,1.08,60,N/A,Specific Gravity,BIAB,N/A,20,N/A,N/A
22459,92,3.79,1.069,1.018,6.66,20.78,17.29,6.06,60,1.043,70,1.5,Specific Gravity,All Grain,N/A,21.11,N/A,N/A
73089,75,18.93,1.061,1.014,6.18,16.16,6,28.39,60,1.041,75,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
20204,10,20.82,1.051,1.013,5.03,24.09,10.92,28.39,60,1.037,68,1.3,Specific Gravity,All Grain,N/A,21.11,N/A,N/A
46258,94,20.82,1.051,1.013,5.01,18.42,3.86,11.36,15,1.093,35,N/A,Specific Gravity,extract,0.35,20,N/A,N/A
20058,10,26,1.045,1.01,4.52,43.65,7.38,30,60,1.039,70,2.5,Specific Gravity,All Grain,0.5,18,N/A,N/A
25849,7,18.93,1.065,1.016,6.43,96.95,8.01,9.46,60,1.131,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A
24962,65,23,1.058,1.014,5.8,45.94,5.67,28,60,1.048,85,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
69568,7,21,1.057,1.017,5.2,28.33,5.86,28.5,60,1.042,68,2.8,Specific Gravity,All Grain,N/A,18,N/A,N/A
32395,162,18.93,1.066,1.029,4.78,28.64,41.21,23.66,60,1.053,72,1.5,Specific Gravity,All Grain,N/A,18.89,N/A,N/A
27244,170,49.21,1.047,1.012,4.59,10.65,5.09,53,60,1.043,75,1.5,Specific Gravity,All Grain,0.5,20,N/A,N/A
19332,4,36,1.06,1.013,6.17,37.31,14.4,40,90,1.054,80,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
55809,134,24.61,1.058,1.017,5.46,0,5.44,28.39,60,1.05,70,1.5,Specific Gravity,All Grain,1,N/A,N/A,N/A
40904,7,25,1.063,1.012,6.59,95.39,6.3,28.5,60,1.055,70,N/A,Specific Gravity,BIAB,N/A,19,N/A,N/A
36298,175,10,1.055,1.017,5.04,37.18,4.32,7,60,1.079,70,N/A,Specific Gravity,BIAB,0.75,21,N/A,N/A
70016,77,21,1.051,1.011,5.28,9.89,3.76,28.5,60,1.037,71,2.8,Specific Gravity,All Grain,N/A,20,N/A,N/A
22252,134,28.39,1.066,1.002,8.41,8.01,3.64,32.18,70,1.058,78,2,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
37405,49,23,1.056,1.014,5.39,42.33,3.8,28.5,60,1.045,70,4,Specific Gravity,All Grain,1.5,10,N/A,N/A
1003,111,23,1.048,1.014,4.56,31.09,5.56,28.5,90,N/A,70,N/A,Specific Gravity,BIAB,N/A,20,N/A,N/A
66871,7,9,1.053,1.009,5.84,56.19,5.75,13,60,1.037,70,N/A,Specific Gravity,BIAB,0.35,22,N/A,N/A
73560,30,21.96,1.042,1.009,4.41,15.73,4.2,26.5,45,1.035,70,1.3,Specific Gravity,All Grain,N/A,21.11,N/A,N/A
69755,7,18.93,1.057,1.011,6.03,45.2,5.44,26.5,60,1.041,70,1.25,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
29599,43,20.82,1.063,1.017,6.14,20.72,6.75,22.71,60,1.058,80,1.2,Specific Gravity,All Grain,0.35,17.78,N/A,N/A
55179,37,23,1.041,1.01,4.16,41.12,16.67,32.5,60,1.029,70,3.7,Specific Gravity,All Grain,0.5,22,DME,123g
28748,175,64.35,1.049,1.013,4.69,12.46,4.83,71.92,60,1.044,74,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
67147,7,50,1.066,1.013,7.04,74.23,32.14,53,60,1.063,70,N/A,Specific Gravity,All Grain,N/A,18,N/A,N/A
73198,59,12,1.044,1.011,4.33,17.08,19.81,9,60,1.058,75,3,Specific Gravity,All Grain,N/A,20,N/A,N/A
68532,82,20.82,1.047,1.011,4.74,7.34,3.77,24.61,60,1.04,70,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
67847,19,35,1.076,1.017,7.69,39.62,28.78,40,60,1.066,75,2,Specific Gravity,All Grain,0.35,18,N/A,N/A
43736,6,19.87,1.055,1.013,5.51,39.11,24.57,24.61,60,1.045,75,N/A,Specific Gravity,BIAB,1,18.33,N/A,N/A
55305,24,20.82,1.063,1.012,6.72,0,4.22,11.36,60,1.115,35,N/A,Specific Gravity,extract,N/A,22.22,N/A,N/A
44211,129,18.93,1.056,1.017,5.18,31.77,28.51,28.39,60,1.037,70,N/A,Specific Gravity,Partial Mash,N/A,N/A,TBD,N/A
72873,167,20.82,1.049,1.008,5.39,24.34,10.42,28.39,90,1.036,80,1.75,Specific Gravity,All Grain,1.5,12.78,Force Carb,12 psi @ 36F
30412,85,20.82,1.095,1.024,9.34,24.48,12.69,26.5,60,1.075,65,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
32501,9,20.82,1.045,1.008,4.86,0,16,24.61,60,1.038,65,1.4,Specific Gravity,All Grain,N/A,15.56,N/A,N/A
5968,134,41.64,1.063,1.012,6.73,37.73,3.77,49.21,60,1.053,81,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
51989,12,18.93,1.066,1.013,7.25,8.04,40.32,24.61,60,1.051,70,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
40650,10,40.13,1.058,1.01,6.36,74.91,3.74,47.32,60,1.049,75,1.5,Specific Gravity,All Grain,0.35,20,N/A,N/A
21064,6,23,1.056,1.014,5.48,39.91,27.14,28.5,60,1.045,80,2.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
965,86,20.82,1.082,1.017,8.59,129.19,9.08,11.36,60,N/A,35,N/A,Specific Gravity,extract,N/A,N/A,dextrose,3 oz
64389,169,22,1.051,1.014,4.85,13.76,3.83,26,60,1.043,70,4,Specific Gravity,All Grain,1,20,N/A,N/A
58450,165,20.82,1.046,1.011,4.6,27.23,5.09,9.46,60,1.101,35,N/A,Specific Gravity,extract,N/A,21.11,N/A,N/A
22924,155,2,1.037,1.009,3.61,12.03,1.54,3,60,1.024,70,N/A,Specific Gravity,BIAB,N/A,21,N/A,N/A
31613,7,7.57,1.071,1.012,7.8,33.95,5.5,11.83,90,1.046,70,N/A,Specific Gravity,BIAB,0.35,20,N/A,N/A
11855,157,20.82,1.035,1.011,3.21,17.82,11.28,32.18,60,1.023,70,1.5,Specific Gravity,All Grain,0.75,18.33,N/A,N/A
30190,86,5,1.084,1.02,8.33,101.16,5.17,8,60,1.052,85,N/A,Specific Gravity,BIAB,N/A,20,N/A,N/A
13990,10,18.93,1.06,1.015,5.92,35.05,13.7,28.39,90,1.04,70,1.5,Specific Gravity,All Grain,N/A,22.22,N/A,N/A
9601,37,18.93,1.046,1.009,4.87,34.41,26.73,11.36,60,1.076,35,N/A,Specific Gravity,extract,N/A,21.11,N/A,N/A
36675,34,3.79,1.054,1.013,5.42,24.43,17.88,7.57,60,1.027,65,N/A,Specific Gravity,BIAB,0.35,20,corn sugar,11g
1122,59,45.42,1.053,1.014,5.1,12.98,15.29,53,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
29228,2,26,1.06,1.01,6.54,30.9,3.98,36,60,1.043,65,3,Specific Gravity,All Grain,0.75,19,N/A,N/A
60636,10,600,1.041,1.009,4.2,21.58,2.91,550,70,1.044,88,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
49213,10,60,1.049,1.008,5.37,47.49,5.78,80,70,1.037,75,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A
38078,10,23,1.053,1.009,5.76,29.37,7.04,28,60,1.043,75,3.39,Specific Gravity,All Grain,0.75,18,N/A,N/A
57943,10,37.85,1.068,1.017,6.71,0,8.76,45.42,60,1.057,85,1.5,Specific Gravity,All Grain,1,20,N/A,N/A
30327,90,21,1.05,1.009,5.34,20.65,3.32,28,90,1.037,75,5.555,Specific Gravity,All Grain,N/A,15,N/A,N/A
27969,10,22.71,1.05,1.013,4.93,21.2,6.29,28.39,60,1.04,70,1.25,Specific Gravity,All Grain,N/A,18.89,N/A,N/A
39821,114,20.82,1.059,1.015,5.77,35.67,38.1,27.71,60,1.041,75,1.25,Specific Gravity,All Grain,0.75,20,N/A,N/A
56192,102,20.82,1.059,1.01,6.33,30.43,15.88,28.39,60,1.043,75,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
38112,7,41.64,1.067,1.015,6.77,74.79,8.74,41.64,60,1.067,75,N/A,Specific Gravity,All Grain,0.5,18.33,N/A,N/A
9817,10,500,1.055,1.009,6.01,35.56,8.99,560,60,1.049,80,3,Specific Gravity,All Grain,1,17,N/A,N/A
64208,71,113.56,1.047,1.004,5.61,8.03,15.18,51.1,60,1.105,82,N/A,Specific Gravity,BIAB,1.25,20,N/A,N/A
58788,93,18.93,1.045,1.012,4.3,6.16,22.23,26.5,60,1.032,35,N/A,Specific Gravity,Partial Mash,N/A,20,N/A,N/A
17396,19,18.93,1.066,1.02,6.07,25.48,23.25,11.36,60,1.11,70,N/A,Specific Gravity,Partial Mash,0.5,21.11,N/A,N/A
71878,10,24.61,1.057,1.014,5.63,51.32,6.12,30.28,60,1.046,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A
37305,171,15.14,1.077,1.02,7.43,17.77,18.99,20.82,90,1.056,72,1.25,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
63808,10,18.93,1.053,1.012,5.27,44.54,7.66,24.61,60,1.04,65,1.5,Specific Gravity,All Grain,0.75,20,N/A,N/A
22570,65,21,1.061,1.014,6.23,78.93,4.24,22,90,1.059,80,2.5,Specific Gravity,All Grain,0.35,23,N/A,N/A
26546,169,24.61,1.056,1.007,6.37,18.51,4.37,32.18,90,1.043,75,1.5,Specific Gravity,All Grain,N/A,17.78,N/A,N/A
68214,150,22.71,1.069,1.016,6.87,80.16,17.54,28.39,90,1.055,78,1.5,Specific Gravity,All Grain,0.5,15.56,N/A,N/A
37739,9,570,1.042,1.008,4.39,37.09,2.92,600,60,1.04,81,2.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
17722,7,18.93,1.068,1.013,7.26,54.12,38.54,22.71,60,1.049,70,N/A,Specific Gravity,Partial Mash,N/A,20.56,N/A,N/A
43016,10,16,1.059,1.015,5.78,48.03,7.82,19.5,60,1.049,70,2.9,Specific Gravity,All Grain,N/A,18,N/A,N/A
11879,39,19.87,1.004,1.001,0.36,0,0.82,26.5,60,1.003,60,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A
73017,80,18.93,1.056,1.015,5.39,24.85,4.11,27.44,60,1.039,66,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A
57516,26,23,1.085,1.015,9.1,23.57,7.1,25,60,1.078,65,3.13,Specific Gravity,All Grain,1,20,N/A,N/A
47302,65,20,1.062,1.017,5.88,52.99,8.05,25,60,1.049,67,N/A,Specific Gravity,BIAB,0.75,19,N/A,N/A
64349,134,19.87,1.046,1.008,5.04,29.87,3.44,22.71,60,1.04,65,1.33,Specific Gravity,All Grain,N/A,20,N/A,N/A
31764,10,37.9,1.059,1.015,5.79,30.18,4.11,45,60,1.05,70,2.9,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
57991,169,33,1.05,1.01,5.24,26.5,3.98,40,60,1.041,85,3,Specific Gravity,All Grain,N/A,17,N/A,N/A
12906,5,1232.15,1.082,1.012,9.16,109.5,12.25,1290.83,90,1.078,83,1.5,Specific Gravity,All Grain,N/A,20,N/A,N/A
30562,134,20.82,1.065,1.013,6.85,29.5,5.81,28.39,60,1.048,72,N/A,Specific Gravity,BIAB,N/A,23.89,N/A,N/A
63294,10,12.3,1.045,1.01,4.54,40.29,9.76,15.14,60,1.036,78,N/A,Specific Gravity,BIAB,2,20,N/A,N/A
1673,162,20.82,1.049,1.014,4.65,51.29,34.93,11.36,60,1.02,35,N/A,Specific Gravity,extract,0.5,21.11,Corn Sugar,3.43
68838,56,113.56,1.083,1.019,8.36,51.35,6.58,128.7,60,1.073,85,1.25,Specific Gravity,All Grain,0.35,N/A,N/A,N/A
69675,162,50,1.068,1.02,6.57,48.31,50,60,60,1.057,75,N/A,Specific Gravity,All Grain,0.35,N/A,N/A,N/A
48640,134,20.82,1.051,1.01,5.31,35.36,8.71,9.46,60,1.111,35,N/A,Specific Gravity,extract,0.5,20,N/A,N/A
6392,165,20.82,1.052,1.012,5.27,31.76,4.35,28.39,60,1.038,70,N/A,Specific Gravity,BIAB,0.35,20,N/A,N/A
50360,10,39.75,1.051,1.012,5.09,72,11.74,45.42,60,1.044,70,1.5,Specific Gravity,All Grain,0.75,18.89,N/A,N/A
60420,10,20.82,1.051,1.009,5.49,57.28,5.98,28.39,60,1.037,78,1.75,Specific Gravity,All Grain,N/A,18.33,N/A,N/A
47451,134,20.82,1.066,1.01,7.25,19.43,4.15,26.5,60,1.051,76,1.33,Specific Gravity,All Grain,N/A,21.11,N/A,N/A
34044,113,37.85,1.064,1.014,6.52,75.64,19.32,49.21,90,1.049,75,N/A,Specific Gravity,All Grain,N/A,N/A,Kegging,10 gal
64852,8,20.82,1.053,1.015,5.04,42.93,3.49,26.5,60,1.042,65,1.5,Specific Gravity,All Grain,1.5,11.11,N/A,N/A
25155,63,20,1.097,1.023,9.76,68.65,18.42,25,60,1.078,80,2.8,Specific Gravity,All Grain,N/A,20,N/A,N/A
25800,37,140.06,1.049,1.012,4.82,0,30.63,151.42,60,1.045,35,1.5,Specific Gravity,All Grain,0.35,21.11,N/A,N/A
47480,10,9,1.025,1.008,2.23,46.87,12.53,9,60,1.025,60,N/A,Specific Gravity,All Grain,0.75,20,N/A,N/A
26263,10,18.93,1.04,1.011,3.73,47.28,7.96,11.36,60,1.066,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A
4059,129,9.46,1.053,1.013,5.18,49.15,38.92,13.25,60,1.038,60,N/A,Specific Gravity,BIAB,0.35,20,Corn Sugar,1/3 cup by volume
37908,56,20.82,1.084,1.018,8.65,109.73,10.23,28.39,60,1.061,60,1.25,Specific Gravity,All Grain,1,20,N/A,N/A
50861,114,22,1.052,1.013,5.13,33.97,31.62,10,60,1.021,60,N/A,Specific Gravity,extract,0.75,18,N/A,N/A
4830,175,22,14.6425,7.6525,3.83,44.07,4.51,28,60,11.6,70,3.5,Plato,All Grain,0.75,24,N/A,N/A
56008,45,19.87,1.073,1.015,7.54,36.88,4.2,26.5,90,1.055,68,1.25,Specific Gravity,All Grain,N/A,18.89,N/A,N/A
825,7,22.71,1.066,1.014,6.86,57.84,11.19,28.39,60,N/A,80,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
45397,136,19,1.051,1.013,4.95,20.41,15.59,25,90,1.039,62,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
33313,7,21.2,1.054,1.013,5.29,69.96,4.46,26.5,60,1.043,35,N/A,Specific Gravity,extract,N/A,22.22,N/A,N/A
23529,20,18.93,1.059,1.017,5.54,18.85,6.92,24.61,90,1.045,80,1.5,Specific Gravity,All Grain,0.75,N/A,N/A,N/A
36000,43,18.93,1.069,1.023,6.03,36.71,22.96,26.5,60,1.049,80,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A
4746,170,40,1.056,1.014,5.49,18.56,5.04,40,60,1.056,75,N/A,Specific Gravity,All Grain,0.75,19,N/A,N/A
24735,9,20.82,1.042,1.006,4.73,14.69,2.33,22.71,60,1.038,70,1.5,Specific Gravity,All Grain,0.35,18.33,N/A,N/A
63205,7,20.82,1.063,1.017,6.05,62.88,5.24,28.39,60,1.046,60,N/A,Specific Gravity,BIAB,N/A,20,N/A,N/A
44711,7,41.64,1.068,1.015,7.06,84.33,8.38,53,60,1.054,75,1.5,Specific Gravity,All Grain,0.35,20,N/A,N/A
54082,7,45,1.053,1.011,5.57,37.51,5.65,45,60,1.053,85,2.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
44191,81,19.87,1.048,1.014,4.39,49.74,3.23,28.39,60,1.033,75,N/A,Specific Gravity,BIAB,N/A,17.22,N/A,N/A
44112,72,20,1.087,1.016,9.41,39.45,34.38,30,75,1.058,75,14,Specific Gravity,All Grain,0.75,20,N/A,N/A
